acc_x, acc_y, angular_z, stamp, 
-0.011065900325775146, 0.011442065238952637, -3.3884896041251774e-11, 1728074279406270164, 
0.025139570236206055, 0.016775190830230713, -2.198701613756253e-10, 1728074279438267246, 
0.010947167873382568, -0.003119528293609619, -2.5626316113896103e-10, 1728074279465368847, 
-0.012790441513061523, 0.00451284646987915, 6.158167530494095e-05, 1728074279495372474, 
0.17114531993865967, -0.025834739208221436, 0.003824691078457467, 1728074279525481424, 
2.667318820953369, -0.10217100381851196, 0.0250590227596878, 1728074279555448282, 
0.6802827715873718, 0.16758471727371216, -0.022444625206168408, 1728074279585572672, 
0.1449071764945984, 0.3312382698059082, -0.007280577627879186, 1728074279615788280, 
0.17832916975021362, -0.2992708086967468, 0.006468912233136184, 1728074279646667015, 
-0.12204539775848389, -0.15839308500289917, 0.03098585182025302, 1728074279678501543, 
-1.21934974193573, 0.32622748613357544, 0.0357962358178619, 1728074279704564632, 
0.48647505044937134, 0.1477968692779541, -0.012983987705440346, 1728074279735564280, 
-0.7992004156112671, -0.6312752366065979, -0.011857918237364252, 1728074279764576213, 
-0.18296265602111816, 0.15508639812469482, -0.011002003571236837, 1728074279795603513, 
-0.1647583246231079, 0.45278215408325195, 0.01254949788519322, 1728074279825597342, 
0.03024733066558838, -0.13943469524383545, 0.00472917567192565, 1728074279855617828, 
0.0679658055305481, -0.4241025447845459, 0.004778853434332805, 1728074279886329066, 
0.4543437361717224, 0.21295052766799927, 0.002118740569600638, 1728074279918445109, 
0.07111597061157227, 0.3863074779510498, -0.023223179963824246, 1728074279945752682, 
-0.05649209022521973, -0.1652485728263855, -0.035629369878881975, 1728074279975726913, 
-0.1951630711555481, -0.43619614839553833, -0.010897363976542554, 1728074280005714627, 
-0.010667026042938232, 0.22502148151397705, 0.026572002592560165, 1728074280035755604, 
-0.16811811923980713, 0.333013117313385, 0.012746314535185403, 1728074280065772907, 
0.2502132058143616, -0.17183858156204224, -0.024420564591729713, 1728074280095933670, 
-0.06465911865234375, -0.3949137330055237, -0.025148022042176345, 1728074280125234642, 
0.24835580587387085, 0.21845829486846924, 0.008454843005785443, 1728074280158680342, 
0.08049064874649048, 0.07207542657852173, 0.011981047944468604, 1728074280195886546, 
-0.1488029956817627, -0.4655139446258545, -0.027421844859182032, 1728074280225910190, 
0.2118651270866394, 0.09415280818939209, -0.02435330391176905, 1728074280255917257, 
-0.2688060998916626, 0.36494868993759155, 0.006372817670962435, 1728074280286683247, 
0.16425538063049316, -0.14603322744369507, -0.00731322917238565, 1728074280318289685, 
-0.15273237228393555, -0.3244630694389343, -0.02655853179889591, 1728074280346045627, 
0.0254061222076416, 0.23866331577301025, -0.0016232097274935682, 1728074280375915493, 
0.04651069641113281, 0.25393742322921753, 0.006836295070074424, 1728074280406062418, 
0.08521068096160889, -0.4295225143432617, 0.001391258200223527, 1728074280435215459, 
-0.057986438274383545, 0.007241487503051758, -0.0007361342190762234, 1728074280466066959, 
0.08951222896575928, 0.28792303800582886, 0.0145594451424007, 1728074280496019510, 
-0.09202706813812256, -0.01634770631790161, 0.0062704911479382576, 1728074280526264775, 
-0.042003333568573, -0.2693525552749634, 0.0010781757027906102, 1728074280558255328, 
0.014083802700042725, 0.06386256217956543, 0.012903853261889532, 1728074280586193266, 
0.1785770058631897, 0.28422731161117554, 0.02113331221253358, 1728074280616147869, 
0.2601114511489868, -0.12463295459747314, 0.0009945642003835026, 1728074280646172244, 
-0.0768740177154541, -0.30449599027633667, -0.017299069314855933, 1728074280676185843, 
-0.17285394668579102, 0.12627124786376953, -0.01655964801214977, 1728074280705208420, 
-0.1969294548034668, 0.1914595365524292, 0.008485579757854788, 1728074280735226495, 
0.04225003719329834, -0.18588650226593018, 0.01115587556244349, 1728074280766479346, 
0.1114797592163086, -0.0807427167892456, -0.007511018671167689, 1728074280798695387, 
0.2466723918914795, 0.1968449354171753, 0.0042778284541605234, 1728074280827284873, 
0.055591583251953125, 0.1078413724899292, 0.015019474741006015, 1728074280856283382, 
0.04068189859390259, -0.2564697861671448, 0.008578971517359629, 1728074280886394575, 
-0.24671101570129395, -0.08451563119888306, -0.013933389353067274, 1728074280916356362, 
0.026742517948150635, 0.18958544731140137, -0.0033779554843808325, 1728074280946345491, 
-0.06584101915359497, 0.17082995176315308, 0.01731771345285073, 1728074280976366325, 
0.013752639293670654, -0.21591556072235107, 0.010728296041513298, 1728074281006350115, 
-0.007198452949523926, -0.10089850425720215, -0.029036278073617115, 1728074281038516145, 
0.030717432498931885, 0.2429565191268921, -0.02028992776483908, 1728074281068485437, 
-0.028310656547546387, 0.0345456600189209, 0.00011481964214953519, 1728074281096458231, 
-0.08428901433944702, -0.2741323709487915, -0.012322306938225067, 1728074281126482442, 
-0.07549148797988892, 0.02675306797027588, -0.010841836621419954, 1728074281156526125, 
0.12137973308563232, 0.24302518367767334, 0.0038628470549791245, 1728074281186512820, 
0.15140867233276367, -0.045848190784454346, 0.007182582126103568, 1728074281216564725, 
0.1448720097541809, -0.13837707042694092, 0.003306112023092046, 1728074281246740455, 
-0.10888493061065674, 0.29118549823760986, -0.005602039265637411, 1728074281278320186, 
0.1602036952972412, 0.03858572244644165, 0.00031450203419206675, 1728074281308096367, 
-0.14840805530548096, -0.3987525701522827, -0.003082439861352605, 1728074281336587956, 
-0.1042831540107727, 0.025228500366210938, -0.01196516421513336, 1728074281365660902, 
-0.11516129970550537, 0.34621548652648926, -0.015507657479529367, 1728074281396639992, 
0.1855418086051941, -0.04040175676345825, -0.016037680945543475, 1728074281426653995, 
0.02741914987564087, -0.4129177927970886, -0.007010390354444585, 1728074281456657705, 
0.0013970136642456055, 0.12676161527633667, 0.009509186868974773, 1728074281486798033, 
-0.1708928346633911, 0.3498324751853943, 0.009391201674994576, 1728074281518425135, 
-0.19588035345077515, -0.22385823726654053, 0.0006186403765311477, 1728074281549540270, 
-0.048637449741363525, -0.4017236828804016, 0.007544817339989563, 1728074281576786954, 
0.279941201210022, 0.23443645238876343, 0.005117426535028371, 1728074281606811124, 
0.08876466751098633, 0.3919956088066101, -0.003227956847005034, 1728074281636815575, 
-0.10676056146621704, -0.16056054830551147, -0.0028085265144805363, 1728074281656871693, 
0.05737185478210449, -0.3250221610069275, 0.011406127294438753, 1728074281696871073, 
-0.0031350255012512207, 0.2841827869415283, 0.0010212042799546764, 1728074281726932091, 
-0.027357757091522217, 0.2154027819633484, -0.018707445104854836, 1728074281758937733, 
-0.18948733806610107, -0.42030197381973267, -0.03229580270376223, 1728074281790341960, 
-0.1726919412612915, -0.008675158023834229, 0.0033469830053964402, 1728074281817002691, 
0.30216848850250244, 0.412117600440979, 0.02926685341534018, 1728074281846984341, 
0.03350704908370972, 0.014235079288482666, -0.007529455970104767, 1728074281876981314, 
-0.2060312032699585, -0.5680351257324219, 0.009154370007284893, 1728074281906989762, 
0.01862424612045288, 0.14075011014938354, 0.026925930469656266, 1728074281937011274, 
-0.1287958025932312, 0.5517041087150574, 0.007397028946660127, 1728074281967059260, 
0.008236408233642578, -0.05620551109313965, -0.004502386153156227, 1728074281998365363, 
0.00882863998413086, -0.588472306728363, 0.009076169534031325, 1728074282030317607, 
0.23958683013916016, 0.1732637882232666, 0.014634419829271288, 1728074282057190409, 
-0.07861334085464478, 0.2673097848892212, -0.0031856512250662944, 1728074282086209632, 
-0.023754119873046875, -0.5377210378646851, -0.0014576920707944471, 1728074282117132368, 
0.01326054334640503, -0.25914597511291504, 0.016412190524311483, 1728074282147148503, 
-0.06889927387237549, 0.5785447955131531, 0.011481381909013101, 1728074282177184477, 
-0.0250091552734375, 0.20305585861206055, -0.01895092731173648, 1728074282206244122, 
-0.047126591205596924, -0.6625174283981323, -0.025288600777451885, 1728074282238342944, 
0.14558511972427368, -0.13965266942977905, 0.008102214626971893, 1728074282271060444, 
0.07809436321258545, 0.59671550989151, 0.016597700762991725, 1728074282297373136, 
-0.08647722005844116, 0.08085501194000244, -0.003977997438441446, 1728074282327270601, 
-0.23444455862045288, -0.5670393705368042, -0.019711053241291018, 1728074282357652712, 
-0.024165630340576172, -0.008928418159484863, -0.006691968588149833, 1728074282387321647, 
0.11823344230651855, 0.44996339082717896, 0.01396683647468462, 1728074282417322936, 
0.17254304885864258, -0.03171581029891968, -0.0007760084005306816, 1728074282447382981, 
