x, y, theta, stamp, 
-1.9999420797192657, -0.5000009938928588, 8.101503429633648e-07, 9351000000, 
-1.999942080121616, -0.5000009938660211, 8.110426102564033e-07, 9385000000, 
-1.9987874692409824, -0.5000009983195194, 1.8880481635075926e-06, 9419000000, 
-1.9964772730494251, -0.5000010045600835, 2.4824802034587092e-06, 9453000000, 
-1.9930116970748393, -0.5000010138933677, 2.142332728942312e-06, 9487000000, 
-1.9883906628202321, -0.5000010233053324, 2.1523606800062672e-06, 9521000000, 
-1.9826141616152888, -0.5000010321026167, 2.4801718750855954e-06, 9555000000, 
-1.975682186856538, -0.5000010427941081, 2.5347874081113225e-06, 9589000000, 
-1.9675947344358968, -0.5000010516828379, 2.53697001758425e-06, 9623000000, 
-1.9583518001664815, -0.5000010543350152, 2.681448964269349e-06, 9657000000, 
-1.947953379869285, -0.5000010512345515, 2.762298989385265e-06, 9691000000, 
-1.936399469421529, -0.500001043072366, 2.7729931550123864e-06, 9725000000, 
-1.9236900659399387, -0.5000010269690037, 2.852568866238269e-06, 9759000000, 
-1.9098251655130953, -0.5000009992308214, 2.9534797176577856e-06, 9793000000, 
-1.8948047639128207, -0.5000009580095602, 2.9993218915738417e-06, 9827000000, 
-1.8786288573179761, -0.5000009019818532, 3.031498180297876e-06, 9861000000, 
-1.861297441668781, -0.5000008285484657, 3.082998615471233e-06, 9895000000, 
-1.8428105131081232, -0.5000007350506095, 3.1324744778720807e-06, 9929000000, 
-1.82316806796126, -0.5000006192914864, 3.171906811345093e-06, 9963000000, 
-1.8023701027837356, -0.500000477474499, 3.208445321369485e-06, 9997000000, 
-1.7804166137010797, -0.5000003071466224, 3.2391992551536867e-06, 10031000000, 
-1.7573075962757243, -0.5000001057818887, 3.263374540570003e-06, 10065000000, 
-1.733043909482557, -0.4999998691977299, 3.3444280211135787e-06, 10099000000, 
-1.7076256494847153, -0.4999995916038453, 3.5816859051308233e-06, 10133000000, 
-1.6810519264937795, -0.4999992727911546, 3.587828008293313e-06, 10167000000, 
-1.6533226729424482, -0.4999989135396942, 3.5118276833707566e-06, 10201000000, 
-1.6244379190427156, -0.4999985076726297, 3.5235656259679843e-06, 10235000000, 
-1.5950347930822348, -0.49994849143928416, 0.004234992976238397, 10269000000, 
-1.5651771602919204, -0.499585655328124, 0.02064560398473815, 10303000000, 
-1.5354717674444651, -0.49863017369394336, 0.042344246660035986, 10337000000, 
-1.5059445532080638, -0.4971686242901429, 0.057578992376677275, 10371000000, 
-1.4766069915220918, -0.4953112937972768, 0.0719349095971241, 10405000000, 
-1.4474805557464132, -0.4929473247503844, 0.09023110648251749, 10439000000, 
-1.418570590093065, -0.49006225929157915, 0.10811708662168763, 10473000000, 
-1.3898775388097269, -0.48671292381802456, 0.12406509337031359, 10507000000, 
-1.3614125823678982, -0.4829196413082288, 0.14091408602428568, 10541000000, 
-1.333188881552194, -0.47865264487640213, 0.15879943393871268, 10575000000, 
-1.3052118382813043, -0.47391820085572195, 0.1760688264417994, 10609000000, 
-1.2774867197277147, -0.4687378061417964, 0.19306903936244543, 10643000000, 
-1.2500237727969679, -0.4631131028839346, 0.2106497637098026, 10677000000, 
-1.222894035389065, -0.45706120202003564, 0.2286205108624904, 10711000000, 
-1.1960542643327603, -0.45054873416880536, 0.24721139861766758, 10745000000, 
-1.1695569317792196, -0.44361800450594757, 0.26611789098894856, 10779000000, 
-1.1434142893348551, -0.43620930716140005, 0.2860482190280801, 10813000000, 
-1.1176497006594608, -0.42832914423735235, 0.30680518620775254, 10847000000, 
-1.0922490137292682, -0.4199734318978566, 0.32801565108972314, 10881000000, 
-1.0672062665219209, -0.4111388620383863, 0.34946147297311253, 10915000000, 
-1.042521287710996, -0.4018271134067824, 0.3710070655632104, 10949000000, 
-1.018196457443639, -0.39204795783768076, 0.3925625181354022, 10983000000, 
-0.9942357345570287, -0.38180976382270315, 0.4140694293319502, 11017000000, 
-0.9706433908741782, -0.37112493133008423, 0.4354814574083859, 11051000000, 
-0.9474232650967921, -0.3600057720094689, 0.4567559787870794, 11085000000, 
-0.9245783060007119, -0.3484612333656915, 0.4778531843766369, 11119000000, 
-0.9052837777211022, -0.33971178489145326, 0.4993859334725958, 11153000000, 
-0.8957921056877329, -0.3406232679045168, 0.5220313084569971, 11187000000, 
-0.8826339987084564, -0.33653250219757336, 0.5471624992264547, 11221000000, 
-0.876191879387346, -0.33842111772374456, 0.5749773855489202, 11255000000, 
-0.8682807989123617, -0.33863336619293044, 0.602828462628999, 11289000000, 
-0.8575357350533506, -0.3338347919909029, 0.6362144730990946, 11323000000, 
-0.8536410528264804, -0.3359752360597408, 0.6706186693209735, 11357000000, 
-0.847661849053978, -0.33584012882440384, 0.7048060095734524, 11391000000, 
-0.8374992901707046, -0.32912369529868274, 0.7449754522095023, 11425000000, 
-0.8331844839034684, -0.3308807508910991, 0.7863026857925949, 11459000000, 
-0.8279128966390475, -0.33062380541429026, 0.8273954608512676, 11493000000, 
-0.8194409641348304, -0.32339245327197674, 0.8769758322134573, 11527000000, 
-0.8109592438199881, -0.32161006425792316, 0.953983257893179, 11561000000, 
-0.8021816519993789, -0.31694123878364006, 1.0517012775589711, 11595000000, 
-0.8043817739897231, -0.31824640261166937, 1.160285185448661, 11629000000, 
-0.8161141384628758, -0.3219961726179399, 1.2678448374580247, 11663000000, 
-0.828497902072129, -0.32713364258893907, 1.375742872923581, 11697000000, 
-0.8402836087403122, -0.33359708168334684, 1.4842771770039291, 11731000000, 
-0.8513263578157187, -0.34130104261649663, 1.5934646176645135, 11765000000, 
-0.8614982080046216, -0.3501467297968629, 1.7033517014840458, 11799000000, 
-0.8706911034305497, -0.3600330197338441, 1.814057280354294, 11833000000, 
-0.8788022937151804, -0.3708484063927902, 1.925627059086297, 11867000000, 
-0.8857324596265196, -0.38246124138951426, 2.037971322652303, 11901000000, 
-0.8913790569553807, -0.39471064394933975, 2.150934843300669, 11935000000, 
-0.8951295355387197, -0.4067789580033547, 2.2644454640048175, 11969000000, 
-0.8993592393265473, -0.41509992756526504, 2.3780041331979924, 12003000000, 
-0.9116372076259381, -0.4183284827093865, 2.490362056110192, 12037000000, 
-0.9240025763866468, -0.42305523884168145, 2.6022640681390223, 12071000000, 
-0.9358149924312789, -0.4290389549332412, 2.713659223942762, 12105000000, 
-0.9469446265400137, -0.4362101067600757, 2.824440225911807, 12139000000, 
-0.9572679139235526, -0.4444869986908086, 2.934521670512476, 12173000000, 
-0.9666714988211788, -0.45377830607723746, 3.043870196927591, 12207000000, 
-0.9750499249822032, -0.4639813059882791, -3.1307155278135106, 12241000000, 
-0.9823065725545551, -0.4749815957221149, -3.022869592660383, 12275000000, 
-0.9883589441475457, -0.48666048567527953, -2.9157089913520977, 12309000000, 
-0.9931367697475477, -0.49889424961028705, -2.809123332127535, 12343000000, 
-0.9965789428010248, -0.5115442763461884, -2.703057523404993, 12377000000, 
-0.9986387825579235, -0.5244641185084518, -2.597456034917703, 12411000000, 
-0.9992774765696716, -0.5375054804718431, -2.4921641572136326, 12445000000, 
-0.9982633286469056, -0.5502656257600074, -2.3871396516418457, 12479000000, 
-1.0044061747895876, -0.5677021100794848, -2.2836856799855334, 12513000000, 
-1.0249056071824487, -0.593917211382755, -2.1829376774442815, 12547000000, 
-1.0394428157463556, -0.6185941527100028, -2.082835490103192, 12581000000, 
-1.0495628013836538, -0.640240453492319, -1.9845863979971066, 12615000000, 
-1.0573208378495167, -0.6598618257162675, -1.887478088470347, 12649000000, 
-1.063198964410533, -0.6802774966379412, -1.790620172080566, 12683000000, 
-1.0670451202540618, -0.7011996664931144, -1.6939260988825653, 12717000000, 
-1.0688965308004583, -0.7225461027402325, -1.5974597428955577, 12751000000, 
-1.0687008708329613, -0.744124312802744, -1.501376989119303, 12785000000, 
-1.0664199774510752, -0.7657222006910308, -1.4056984856445385, 12819000000, 
-1.0620380274737193, -0.7871139761811253, -1.310365055306095, 12853000000, 
-1.0555607329741488, -0.8080800671818787, -1.215447830980745, 12887000000, 
-1.0470150502587248, -0.8284016731472233, -1.121035943829343, 12921000000, 
-1.03646530047295, -0.847840786468358, -1.0270674977939407, 12955000000, 
